"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih",":@computed_region_7mpf_4k6g"
"60611461","2024-03-17T14:10:56.000","2024-03-17T14:40:39.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11221","849 BUSHWICK AVENUE","BUSHWICK AVENUE","STANHOPE STREET","KOSSUTH PLACE","STANHOPE STREET","KOSSUTH PLACE","ADDRESS","BROOKLYN","BUSHWICK AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T14:40:43.000","04 BROOKLYN","3032640009","BROOKLYN","1004629","192189","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6941677179731","-73.92651053490272","
,  
(40.6941677179731, -73.92651053490272)","18181","42","2","30","53","53"
"60607486","2024-03-17T14:11:00.000","2024-03-17T14:12:00.000","DEP","Department of Environmental Protection","Water System","Hydrant Running Full (WA4)",,"10031","502 WEST  141 STREET","WEST  141 STREET","AMSTERDAM AVE","HAMILTON PL",,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.","2024-03-17T14:12:00.000","09 MANHATTAN","1020720037","MANHATTAN","998182","239036","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.822763204082314","-73.9496622140548","
,  
(40.822763204082314, -73.9496622140548)","12428","37","4","23","19","19"
"60606675","2024-03-17T14:11:07.000","2024-03-24T00:00:00.000","DOB","Department of Buildings","Emergency Response Team (ERT)","After Hours Work - Illegal",,"11222","65 ECKFORD STREET","ECKFORD STREET",,,,,"ADDRESS","BROOKLYN",,"N/A","Closed",,"The Department of Buildings investigated this complaint and determined that no further action was necessary.","2024-03-24T00:00:00.000","01 BROOKLYN","3026980026","BROOKLYN","998645","202331","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.722016860099544","-73.94806796979645","
,  
(40.722016860099544, -73.94806796979645)","18182","36","2","38","57","57"
"60609398","2024-03-17T14:11:16.000","2024-03-17T16:26:33.000","NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11223","2380 EAST FIFTH STREET","EAST FIFTH STREET","AVENUE W","ANGELA DRIVE","AVENUE W","ANGELA DRIVE","ADDRESS","BROOKLYN","EAST    5 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T16:26:37.000","15 BROOKLYN","3071800022","BROOKLYN","993737","155070","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.59230244432702","-73.96584077066325","
,  
(40.59230244432702, -73.96584077066325)","18183","32","2","45","36","36"
"60610362","2024-03-17T14:11:16.000","2024-03-17T14:13:37.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","10002","301 BROOME STREET","BROOME STREET","ELDRIDGE STREET","FORSYTH STREET","ELDRIDGE STREET","FORSYTH STREET","ADDRESS","NEW YORK","BROOME STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-03-17T14:13:41.000","03 MANHATTAN","1004180039","MANHATTAN","986416","201122","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.71870989332387","-73.9921862320433","
,  
(40.71870989332387, -73.9921862320433)","11723","70","4","32","2","2"
"60605753","2024-03-17T14:11:25.000","2024-03-17T14:13:20.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","10002","301 BROOME STREET","BROOME STREET","ELDRIDGE STREET","FORSYTH STREET","ELDRIDGE STREET","FORSYTH STREET","ADDRESS","NEW YORK","BROOME STREET",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2024-03-17T14:13:22.000","03 MANHATTAN","1004180039","MANHATTAN","986416","201122","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.71870989332387","-73.9921862320433","
,  
(40.71870989332387, -73.9921862320433)","11723","70","4","32","2","2"
"60607133","2024-03-17T14:11:27.000","2024-03-22T11:40:00.000","DOT","Department of Transportation","Street Condition","Pothole",,"10312",,,,,"ARDEN AVENUE","SYCAMORE STREET","INTERSECTION","STATEN ISLAND",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","2024-03-22T11:40:00.000","03 STATEN ISLAND",,"STATEN ISLAND","937830","135007","UNKNOWN","Unspecified","STATEN ISLAND",,,,,,,,"40.537117017038284","-74.16700358331366","
,  
(40.537117017038284, -74.16700358331366)","10699","15","1","9","77","77"
"60609653","2024-03-17T14:11:53.000","2024-03-17T14:36:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11208","975 LIBERTY AVENUE","LIBERTY AVENUE","CHESTNUT STREET","DOSCHER STREET","CHESTNUT STREET","DOSCHER STREET","ADDRESS","BROOKLYN","LIBERTY AVENUE",,"Closed",,"This complaint does not fall under the Police Department's jurisdiction.","2024-03-17T14:36:15.000","05 BROOKLYN","3041570032","BROOKLYN","1019312","186231","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.67776839724088","-73.87359268852113","
,  
(40.67776839724088, -73.87359268852113)","17215","45","2","37","47","47"
"60612218","2024-03-17T14:12:08.000","2024-03-17T17:45:52.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10462","1147 HAVEMEYER AVENUE","HAVEMEYER AVENUE","HAVILAND AVENUE","POWELL AVENUE","HAVILAND AVENUE","POWELL AVENUE","ADDRESS","BRONX","HAVEMEYER AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T17:45:57.000","09 BRONX","2038190045","BRONX","1026384","242178","PHONE","Unspecified","BRONX",,,,,,,,"40.83129758235422","-73.84774581729239","
,  
(40.83129758235422, -73.84774581729239)","11271","58","5","31","26","26"
"60607786","2024-03-17T14:12:13.000","2024-03-17T14:16:50.000","NYPD","New York City Police Department","Noise - House of Worship","Loud Music/Party","House of Worship","11218","550 OCEAN PARKWAY","OCEAN PARKWAY","DITMAS AVENUE","AVENUE F","DITMAS AVENUE","AVENUE F","ADDRESS","BROOKLYN","OCEAN PARKWAY",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T14:16:53.000","12 BROOKLYN","3053990032","BROOKLYN","991878","170596","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6349199021377","-73.97251681220403","
,  
(40.6349199021377, -73.97251681220403)","17620","2","2","27","39","39"
"60607132","2024-03-17T14:12:13.000","2024-03-27T22:00:00.000","DOT","Department of Transportation","Street Condition","Pothole",,"10309","ENGLEWOOD AVENUE","ENGLEWOOD AVENUE","BLOOMINGDALE ROAD","QUAIL LANE",,,"BLOCKFACE","STATEN ISLAND",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","2024-03-27T22:00:00.000","03 STATEN ISLAND",,"STATEN ISLAND",,,"UNKNOWN","Unspecified","STATEN ISLAND",,,,,,,,,,,,,,,,
"60608063","2024-03-17T14:12:30.000","2024-03-18T09:38:09.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10031","525 WEST  138 STREET","WEST  138 STREET",,,,,"ADDRESS","NEW YORK",,,"Closed",,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.","2024-03-18T00:00:00.000","09 MANHATTAN","1020700017","MANHATTAN","997520","238520","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.82134794958632","-73.95205510983958","
,  
(40.82134794958632, -73.95205510983958)","12428","37","4","23","19","19"
"60608147","2024-03-17T14:12:37.000","2024-03-18T12:24:37.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11204","1563 WEST   10 STREET","WEST   10 STREET","AVENUE O","AVENUE P","AVENUE O","AVENUE P","ADDRESS","BROOKLYN","WEST   10 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-18T12:24:41.000","11 BROOKLYN","3065970065","BROOKLYN","988786","161044","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.608703779244635","-73.98366350501045","
,  
(40.608703779244635, -73.98366350501045)","16867","1","2","18","37","37"
"60606184","2024-03-17T14:12:59.000","2024-03-18T09:30:00.000","DOT","Department of Transportation","Street Condition","Pothole",,"11413","224 STREET","224 STREET","EDGEWOOD AVENUE","PROSPECT COURT",,,"BLOCKFACE","QUEENS",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","2024-03-18T09:30:00.000","13 QUEENS",,"QUEENS",,,"UNKNOWN","Unspecified","QUEENS",,,,,,,,,,,,,,,,
"60610077","2024-03-17T14:13:00.000","2024-03-20T10:52:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11238","621 CLASSON AVENUE","CLASSON AVENUE","ATLANTIC AVENUE","PACIFIC STREET",,,"ADDRESS","BROOKLYN",,"DSNY Garage","Closed",,"The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.","2024-03-20T12:00:00.000","08 BROOKLYN","3011260105","BROOKLYN","995777","186795","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.67937838202478","-73.95844128100538","
,  
(40.67937838202478, -73.95844128100538)","13829","16","2","48","49","49"
"60611447","2024-03-17T14:13:03.000","2024-03-17T19:16:11.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11236","1384 REMSEN AVENUE","REMSEN AVENUE","AVENUE K","STILLWELLS PLACE","AVENUE K","STILLWELLS PLACE","ADDRESS","BROOKLYN","REMSEN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T19:16:14.000","18 BROOKLYN","3080550046","BROOKLYN","1011440","171251","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.636679289710344","-73.90203359707328","
,  
(40.636679289710344, -73.90203359707328)","13827","5","2","8","42","42"
"60610552","2024-03-17T14:13:17.000","2024-03-17T15:21:13.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10040","35 HILLSIDE AVENUE","HILLSIDE AVENUE","BOGARDUS PLACE","ELLWOOD STREET","BOGARDUS PLACE","ELLWOOD STREET","ADDRESS","NEW YORK","HILLSIDE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T15:21:19.000","12 MANHATTAN","1021700112","MANHATTAN","1003721","252074","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.8585382289902","-73.92961137673909","
,  
(40.8585382289902, -73.92961137673909)","13098","47","4","39","22","22"
"60612629","2024-03-17T14:13:23.000","2024-03-17T15:04:19.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11226","2714 ALBEMARLE ROAD","ALBEMARLE ROAD","ROGERS AVENUE","EAST   28 STREET","ROGERS AVENUE","EAST   28 STREET","ADDRESS","BROOKLYN","ALBEMARLE ROAD",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:04:23.000","17 BROOKLYN","3051290004","BROOKLYN","997672","175378","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.64803857986916","-73.95163189705707","
,  
(40.64803857986916, -73.95163189705707)","13510","61","2","11","40","40"
"60609407","2024-03-17T14:13:27.000","2024-03-17T14:31:04.000","NYPD","New York City Police Department","Illegal Parking","Overnight Commercial Storage","Street/Sidewalk","10465","3080 MILES AVENUE","MILES AVENUE","PENNYFIELD AVENUE","PRENTISS AVENUE","PENNYFIELD AVENUE","PRENTISS AVENUE","ADDRESS","BRONX","MILES AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T14:31:08.000","10 BRONX","2055180002","BRONX","1036549","238385","ONLINE","Unspecified","BRONX",,,,,,,,"40.82083255834308","-73.81104354109114","
,  
(40.82083255834308, -73.81104354109114)","11274","43","5","12","28","28"
"60610539","2024-03-17T14:13:36.000","2024-03-17T14:43:32.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11238","480 CLINTON AVENUE","CLINTON AVENUE","GATES AVENUE","FULTON STREET","GATES AVENUE","FULTON STREET","ADDRESS","BROOKLYN","CLINTON AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T14:43:34.000","02 BROOKLYN","3019760014","BROOKLYN","993407","188441","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68389904643807","-73.96698369192596","
,  
(40.68389904643807, -73.96698369192596)","13829","68","2","48","55","55"
"60609152","2024-03-17T14:13:51.000","2024-03-17T14:18:18.000","DHS","Department of Homeless Services","Homeless Person Assistance",,"Street/Sidewalk","11235","2510 OCEAN PARKWAY","OCEAN PARKWAY","AVENUE Y","MANHATTAN COURT","AVENUE Y","MANHATTAN COURT","ADDRESS","BROOKLYN","OCEAN PARKWAY",,"Closed",,"The Department of Homeless Services did not have enough information to act on your request.","2024-03-17T14:18:18.000","13 BROOKLYN","3072190015","BROOKLYN","993772","153721","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.58859967200767","-73.96571664944044","
,  
(40.58859967200767, -73.96571664944044)","13826","21","2","45","35","35"
"60609448","2024-03-17T14:13:55.000","2024-03-17T18:03:46.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Vehicle","Street/Sidewalk","10453","1775 DAVIDSON AVENUE","DAVIDSON AVENUE","WEST  176 STREET","WEST  177 STREET","WEST  176 STREET","WEST  177 STREET","ADDRESS","BRONX","DAVIDSON AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T18:03:49.000","05 BRONX","2028670151","BRONX","1008397","248535","PHONE","Unspecified","BRONX","Car",,,,,,,"40.84881318089625","-73.91272016401604","
,  
(40.84881318089625, -73.91272016401604)","10931","6","5","29","29","29"
"60609912","2024-03-17T14:14:08.000","2024-05-17T00:00:00.000","DOB","Department of Buildings","Elevator","Elevator - Single Device On Property/No Alternate Service",,"10459","923 SIMPSON STREET","SIMPSON STREET",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Buildings investigated this complaint and determined that no further action was necessary.","2024-05-17T00:00:00.000","02 BRONX","2027230012","BRONX","1013849","238288","UNKNOWN","Unspecified","BRONX",,,,,,,,"40.820671552197325","-73.89305903081899","
,  
(40.820671552197325, -73.89305903081899)","10937","8","5","43","24","24"
"60610391","2024-03-17T14:14:09.000","2024-05-06T00:00:00.000","DOB","Department of Buildings","General Construction/Plumbing","Building Permit - None",,"10312","438 LIPSETT AVENUE","LIPSETT AVENUE",,,,,"ADDRESS","STATEN ISLAND",,"N/A","Closed",,"The Department of Buildings has made a second attempt to conduct an inspection of this premises and was denied access. No further attempts will be made.","2024-05-06T00:00:00.000","03 STATEN ISLAND","5064000019","STATEN ISLAND","937308","131037","UNKNOWN","Unspecified","STATEN ISLAND",,,,,,,,"40.52621737953439","-74.16885402791046","
,  
(40.52621737953439, -74.16885402791046)","10699","15","1","9","77","77"
"60612121","2024-03-17T14:14:09.000","2024-03-17T14:57:52.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11212","107 WATKINS STREET","WATKINS STREET","GLENMORE AVENUE","PITKIN AVENUE","GLENMORE AVENUE","PITKIN AVENUE","ADDRESS","BROOKLYN","WATKINS STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T14:57:55.000","16 BROOKLYN","3035070005","BROOKLYN","1009762","183525","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.67037371439793","-73.9080330482482","
,  
(40.67037371439793, -73.9080330482482)","17614","55","2","37","46","46"
"60612092","2024-03-17T14:14:32.000","2024-03-17T14:59:52.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11234","HENDRICKSON STREET","HENDRICKSON STREET","AVENUE S","HENDRICKSON STREET","AVENUE S","HENDRICKSON STREET","INTERSECTION",,,,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-03-17T14:59:55.000","18 BROOKLYN",,"BROOKLYN","1004509","162448","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.61253547177638","-73.92703260911647","
,  
(40.61253547177638, -73.92703260911647)","13825","5","2","8","38","38"
